Worksheet Filter,Measure Display,Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,Region,Region Type,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id
Value,,1,1.215610736,3.8%,4.0%,Berkeley,52,-22.4%,-22.4%,54,-11.5%,-10.0%,16,1,1,599.297893681,0.024174282,0.049002168,899000,0.000556483,0.058892815,675.323353481,0.032494372,0.081775732,"$1,046K",-6.6%,-4.9%,1,0.1,0.1,63,-4.5%,-7.4%,7/1/2016,30,7/31/2016,0.259259259,0.078931390,0.125925926,Single Family Residential,"Berkeley, CA",place,0.884615385,0.033869116,0.108495982,California,CA,1590
Value,,1,0.997302529,-2.4%,-1.0%,Dublin,42,35.5%,-2.3%,60,-4.8%,106.9%,15,0,2,354.810519968,0.000149382,0.171492247,834700,0.064736271,0.428526198,336.834458285,-0.076063081,0.157382689,$731K,3.8%,11.6%,1.4,-0.6,0.7,50,13.6%,78.6%,10/1/2013,30,10/31/2013,0.183333333,-0.213492063,-0.058045977,Single Family Residential,"Dublin, CA",place,0.452380952,-0.225038402,-0.105758583,California,CA,5159
Value,,1,0.996105535,0.0%,1.3%,San Ramon,61,-16.4%,-34.4%,64,-7.2%,-69.4%,17,4,-23,313.126304802,0.051240587,0.032465111,719000,-0.008275862,-0.008275862,309.069901791,-0.010976314,0.035024787,$758K,4.6%,6.0%,1,0.1,-1.2,67,9.8%,-23.0%,8/1/2012,30,8/31/2012,0.203125,0.000226449,-0.165296053,Single Family Residential,"San Ramon, CA",place,0.360655738,-0.036604536,0.156354662,California,CA,17519
Value,,1,1.098137587,-2.0%,2.8%,Oakland,280,25.6%,29.6%,212,-28.1%,-9.4%,18,2,-7,351.142402866,-0.045290806,0.208150628,449475,-0.147833918,0.125164278,425.077942262,-0.039663913,0.282431464,$600K,-11.8%,14.8%,0.8,-0.5,-0.3,106,-40.4%,-7.0%,12/1/2015,30,12/31/2015,0.132075472,-0.040805884,-0.051685212,Single Family Residential,"Oakland, CA",place,0.746428571,-0.020387572,0.070502646,California,CA,13654
Value,,1,1.044610246,-0.5%,-1.4%,Fremont,106,68.3%,-8.6%,118,21.6%,29.7%,12,0,0,578.608050199,0.024836082,0.031173007,949000,0.066292135,0.054568649,581.038267237,0.026500939,0.081967547,$928K,3.1%,5.4%,1.1,-0.4,0.3,180,41.7%,16.9%,3/1/2016,30,3/31/2016,0.144067797,0.020356456,0.023188676,Single Family Residential,"Fremont, CA",place,0.745283019,0.030997305,-0.047820429,California,CA,6671
Value,,1,1.002255566,-0.8%,0.4%,San Ramon,69,25.5%,-2.8%,51,13.3%,-38.6%,20,2,-17,477.182077182,-0.035373865,0.055794161,995000,-0.126426690,0.047368421,468.882303133,0.002014837,0.046724470,"$1,135K",4.3%,12.4%,0.7,-0.1,-0.5,62,8.8%,1.6%,10/1/2017,30,10/31/2017,0.294117647,0.183006536,-0.139617293,Single Family Residential,"San Ramon, CA",place,0.492753623,-0.034519104,0.098387426,California,CA,17519
Value,,1,1.003828848,-0.1%,-4.6%,Dublin,54,-3.6%,25.6%,103,45.1%,80.7%,16,3,6,371.604305484,-0.002047356,0.011623402,849950,-0.011777400,0.169209733,382.565111339,0.018123147,0.117600212,$814K,-5.4%,8.6%,1.9,0.6,0.6,91,51.7%,46.8%,7/1/2014,30,7/31/2014,0.242718447,0.087788869,0.084823710,Single Family Residential,"Dublin, CA",place,0.574074074,0.038359788,-0.239879414,California,CA,5159
Value,,1,1.034370799,5.2%,4.4%,Berkeley,30,100.0%,-11.8%,90,7.1%,-23.7%,21,-19,-38,378.195096505,0.021701306,-0.115585215,550000,0.001821494,-0.245541838,370.586269240,0.092851345,-0.108352623,$610K,50.5%,18.2%,3,-2.6,-0.5,57,5.6%,3.6%,2/1/2012,30,2/29/2012,0.188888889,-0.061111111,-0.073822976,Single Family Residential,"Berkeley, CA",place,0.533333333,0.066666667,0.121568627,California,CA,1590
Value,,1,1.145698113,1.4%,4.7%,Oakland,252,1.2%,-10.0%,351,2.3%,-14.4%,15,1,0,371.561858557,0.033386571,0.043790375,555250,-0.042589878,0.049621928,427.413126860,0.005851403,0.131559854,$685K,2.2%,25.1%,1.4,0,-0.1,358,8.5%,1.7%,5/1/2015,30,5/31/2015,0.133903134,0.005623251,-0.044145647,Single Family Residential,"Oakland, CA",place,0.805555556,-0.005689424,0.062698413,California,CA,13654
Value,,1,1.004226960,-1.2%,-1.5%,San Ramon,77,28.3%,22.2%,87,19.2%,-6.5%,9,-3,-1,460.727905756,0.025982035,0.033065546,1144500,-0.003916449,0.129812438,458.684654300,0.028738653,-0.001136233,"$1,088K",-2.5%,5.1%,1.1,-0.100000000,-0.4,112,6.7%,-1.8%,4/1/2017,30,4/30/2017,0.149425287,-0.042355535,-0.054875788,Single Family Residential,"San Ramon, CA",place,0.636363636,-0.013636364,-0.062049062,California,CA,17519
Value,,1,1.136865808,1.6%,5.6%,Alameda,38,-5.0%,2.7%,24,-27.3%,-29.4%,14,1,0,500.490518235,0.030629276,0.178731847,839000,0.051378446,0.055345912,587.341981274,0.082195320,0.199101551,$833K,-5.1%,-5.4%,0.6,-0.2,-0.3,34,-24.4%,-17.1%,6/1/2015,30,6/30/2015,0.166666667,0.045454545,0.078431373,Single Family Residential,"Alameda, CA",place,0.842105263,0.092105263,0.031294452,California,CA,117
Value,,1,1.073664765,-3.5%,-2.4%,Oakland,196,-24.9%,-30.0%,198,-26.9%,-6.6%,21,5,3,405.726657092,-0.046022193,0.155447630,527000,-0.041818182,0.172479003,439.198428750,-0.039872608,0.033218582,$617K,-22.0%,2.8%,1,0,0.2,106,-34.6%,0.0%,12/1/2016,30,12/31/2016,0.186868687,-0.023463416,0.054793215,Single Family Residential,"Oakland, CA",place,0.683673469,-0.101767144,-0.062755102,California,CA,13654
Value,,1,1.127510850,-1.2%,11.2%,Berkeley,42,100.0%,-19.2%,39,-4.9%,-55.7%,14,-1,-3,448.810143743,0.072107598,0.156255796,733500,-0.022,0.094857825,480.561440678,0.047623941,0.199187864,$745K,-6.9%,28.0%,0.9,-1.1,-0.8,52,15.6%,-13.3%,3/1/2013,30,3/31/2013,0.076923077,0.003752345,-0.275349650,Single Family Residential,"Berkeley, CA",place,0.833333333,-0.023809524,0.256410256,California,CA,1590
Value,,1,1.014563992,0.5%,-0.6%,San Ramon,77,-18.1%,-23.8%,121,12.0%,26.0%,18,5,6,451.345117357,0.022668051,0.068273409,1058000,0.032195122,0.088505363,440.053138492,-0.012791776,0.017989594,"$1,050K",-3.4%,2.9%,1.6,0.5,0.6,89,-8.2%,-17.6%,7/1/2016,30,7/31/2016,0.314049587,0.017753290,-0.040117080,Single Family Residential,"San Ramon, CA",place,0.545454545,-0.029013540,-0.187218722,California,CA,17519
Value,,1,1.014148691,-0.5%,-6.1%,Dublin,44,10.0%,37.5%,64,18.5%,190.9%,11,0,1,365.716188006,-0.023499504,0.103483805,847450,0.076161148,0.169057801,392.093631841,0.062855094,0.123697250,$848K,7.2%,26.3%,1.5,0.1,0.8,64,23.1%,36.2%,4/1/2014,30,4/30/2014,0.09375,0.001157407,0.002840909,Single Family Residential,"Dublin, CA",place,0.590909091,-0.134090909,-0.346590909,California,CA,5159
Value,,1,0.991030712,-2.1%,0.7%,Dublin,30,-23.1%,-21.1%,53,-15.9%,-30.3%,15,0,-12,288.435540070,0.021043122,0.085141275,679900,-0.107630358,-0.093345779,263.656374906,-0.050837050,-0.047411768,$635K,8.5%,1.4%,1.8,0.2,-0.2,45,-8.2%,45.2%,6/1/2012,30,6/30/2012,0.132075472,-0.201257862,-0.091608739,Single Family Residential,"Dublin, CA",place,0.466666667,-0.020512821,0.177192982,California,CA,5159
Value,,1,1.096919672,-6.8%,-0.2%,Berkeley,23,-48.9%,27.8%,28,27.3%,-24.3%,24,7,-7,628.038897893,-0.128475252,0.122476794,1055000,0.056056056,0.065656566,734.395750332,0.026818785,-0.036931526,"$1,066K",-10.3%,-11.9%,1.2,0.7,-0.9,33,200.0%,-17.5%,1/1/2018,30,1/31/2018,0.142857143,0.006493506,0.034749035,Single Family Residential,"Berkeley, CA",place,0.695652174,-0.126570048,0.084541063,California,CA,1590
Value,,1,1.104449695,-1.3%,1.9%,Oakland,243,1.7%,-9.3%,418,-2.3%,6.4%,16,-1,0,369.565217391,-0.083427340,0.059698289,549000,-0.083472454,0.100200401,409.523809524,0.002491846,0.099505844,$618K,1.2%,11.5%,1.7,-0.1,0.2,326,-2.1%,19.0%,10/1/2015,30,10/31/2015,0.181818182,0.011257434,-0.039555864,Single Family Residential,"Oakland, CA",place,0.720164609,-0.049709868,-0.003715988,California,CA,13654
Value,,1,1.011192907,0.0%,0.9%,Dublin,36,-29.4%,-33.3%,36,-2.7%,-41.9%,13,-3,-9,439.985272459,-0.046762171,-0.016267834,1099000,0.148980659,0.205876867,466.836654908,0.103925005,0.052482773,$930K,-11.8%,2.1%,1,0.3,-0.1,45,18.4%,-19.6%,9/1/2017,30,9/30/2017,0.25,-0.047297297,-0.072580645,Single Family Residential,"Dublin, CA",place,0.638888889,0.050653595,0.175925926,California,CA,5159
Value,,1,1.176662264,-1.1%,-1.6%,Berkeley,45,-19.6%,-21.1%,48,-2.0%,-22.6%,15,0,0,544.388609715,0.066939281,0.093961873,925000,-0.048843188,0.121212121,618.892508143,-0.006444608,0.066720345,"$1,235K",22.6%,31.4%,1.1,0.2,0,55,-16.7%,-26.7%,4/1/2015,30,4/30/2015,0.104166667,-0.038690476,0.039650538,Single Family Residential,"Berkeley, CA",place,0.844444444,-0.030555556,0.002339181,California,CA,1590
Value,,1,1.058834511,1.5%,5.7%,Berkeley,72,80.0%,35.8%,80,-15.8%,-43.3%,15,0,-7,389.105058366,-0.043623851,-0.059453579,650000,-0.013657056,-0.022556391,412.220309811,0.082002514,-0.060621642,$603K,4.3%,-2.8%,1.1,-1.3,-1.6,81,17.4%,-12.9%,5/1/2012,30,5/31/2012,0.2,0.063157895,-0.090780142,Single Family Residential,"Berkeley, CA",place,0.625,-0.075,0.153301887,California,CA,1590
Value,,1,1.049285692,-0.8%,-0.1%,Fremont,163,18.1%,7.9%,160,23.1%,-9.6%,12,1,-1,533.211456429,-0.005935346,0.137795793,849888,0.024099638,0.077930709,558.620689655,-0.045947618,0.128794362,$880K,-4.9%,7.7%,1,0.1,-0.2,188,3.9%,-10.5%,6/1/2015,30,6/30/2015,0.1625,0.039423077,0.004307910,Single Family Residential,"Fremont, CA",place,0.748466258,-0.063127945,-0.046235729,California,CA,6671
Value,,1,1.054641417,-0.6%,5.7%,Oakland,245,-6.5%,2.5%,264,-30.9%,-62.7%,21,2,-17,184.515625393,-0.221587840,0.145580444,225000,-0.269480519,0,257.796780684,0.027261219,0.429828974,$385K,-2.0%,46.4%,1.1,-0.4,-1.9,139,-34.1%,-33.5%,12/1/2012,30,12/31/2012,0.147727273,-0.014576392,-0.132329304,Single Family Residential,"Oakland, CA",place,0.636734694,-0.000669886,0.226692853,California,CA,13654
Value,,1,1.050620972,-7.0%,-3.8%,Berkeley,26,-60.6%,62.5%,28,27.3%,-12.5%,43,24,11,558.528428094,-0.081362004,0.119328836,850000,0.100323625,0,578.703134206,-0.069092971,-0.034678386,$907K,-16.0%,9.5%,1.1,0.8,-0.9,29,107.1%,-25.6%,1/1/2016,30,1/31/2016,0.214285714,0.077922078,0.151785714,Single Family Residential,"Berkeley, CA",place,0.461538462,-0.205128205,-0.225961538,California,CA,1590
Value,,1,1.000024498,0.6%,1.0%,Oakland,253,7.7%,8.1%,616,-7.2%,-37.1%,35,-2,-7,216.582836910,0.096580989,0.097427467,298000,0.083636364,0.192,187.122736419,-0.053693590,0.019353343,$248K,-14.7%,9.3%,2.4,-0.4,-1.8,307,-13.3%,-20.7%,4/1/2012,30,4/30/2012,0.246753247,-0.006258801,-0.007328386,Single Family Residential,"Oakland, CA",place,0.458498024,0.037221428,0.043968109,California,CA,13654
Value,,1,1.096802638,-2.8%,2.3%,Oakland,210,-9.1%,7.1%,171,-39.1%,-13.6%,19,4,-2,429.108485499,-0.070984184,0.057629510,499000,-0.198972630,-0.053130930,509.609709311,-0.021549358,0.160317697,$703K,-11.6%,13.9%,0.8,-0.4,-0.2,95,-47.2%,-10.4%,12/1/2017,30,12/31/2017,0.140350877,-0.016232753,-0.046517810,Single Family Residential,"Oakland, CA",place,0.761904762,-0.038961039,0.078231293,California,CA,13654
Value,,1,0.989567705,0.3%,1.0%,Fremont,92,2.2%,-5.2%,258,0.4%,-33.5%,35,-13,-22,348.198014019,0.101300576,0.007582276,589000,0.182730924,0.070909091,319.597268271,0.065324228,-0.011121026,$498K,-0.5%,2.9%,2.8,-0.1,-1.2,163,15.6%,3.8%,2/1/2012,30,2/29/2012,0.259689922,0.002880584,0.050927036,Single Family Residential,"Fremont, CA",place,0.347826087,0.058937198,0.110712685,California,CA,6671
Value,,1,1.085081342,1.4%,8.8%,Berkeley,64,-7.2%,52.4%,65,-4.4%,-48.8%,15,0,-4,427.323017496,-0.014483780,0.053273792,599500,-0.069821567,-0.141732283,433.630283832,-0.013852771,0.053588028,$623K,-17.3%,7.8%,1,0,-2,44,-27.9%,-18.5%,8/1/2012,30,8/31/2012,0.215384615,-0.034615385,-0.131072078,Single Family Residential,"Berkeley, CA",place,0.734375,0.024230072,0.377232143,California,CA,1590
Value,,1,1.010404361,2.1%,2.6%,Alameda,42,5.0%,0.0%,58,26.1%,-38.3%,38,10,17,343.213058419,-0.040361971,-0.034667939,559000,-0.009743136,-0.009743136,354.716981132,0.124378298,0.051882537,$568K,6.0%,-2.2%,1.4,0.2,-0.8,45,2.3%,7.1%,6/1/2012,30,6/30/2012,0.172413793,-0.088455772,-0.146735143,Single Family Residential,"Alameda, CA",place,0.452380952,-0.022619048,0.142857143,California,CA,117
Value,,1,1.017092781,0.7%,0.4%,Fremont,66,-34.7%,-12.0%,91,30.0%,12.3%,14,-7,-7,600.439882698,0.024967108,0.116599250,948000,0.024864865,-0.026138124,579.051691786,0.016054281,-0.028258080,$945K,7.7%,2.7%,1.4,0.7,0.3,97,125.6%,5.4%,1/1/2017,30,1/31/2017,0.120879121,-0.064835165,-0.014923348,Single Family Residential,"Fremont, CA",place,0.515151515,-0.019501950,-0.004848485,California,CA,6671
Value,,1,0.999377782,1.4%,-2.0%,Dublin,22,-4.3%,-4.3%,32,-5.9%,-34.7%,30,-25,17,389.941608085,0.039462749,0.057266090,859000,-0.130126582,0.081863980,361.587881287,0.017399326,0.017111718,$816K,-3.2%,4.6%,1.5,0,-0.6,44,37.5%,0.0%,2/1/2015,30,2/28/2015,0.09375,0.005514706,-0.008290816,Single Family Residential,"Dublin, CA",place,0.454545455,0.193675889,-0.023715415,California,CA,5159
Value,,1,1.020837346,-1.3%,-0.3%,Dublin,45,-11.8%,2.3%,56,36.6%,-20.0%,10,1,2,410.958904110,0.049628450,0.054924676,874900,-0.110421962,0.094780678,386.611889802,-0.014706945,-0.012487545,$925K,-2.1%,16.4%,1.2,0.4,-0.4,75,21.0%,7.1%,5/1/2015,30,5/31/2015,0.053571429,-0.068379791,-0.146428571,Single Family Residential,"Dublin, CA",place,0.711111111,-0.014379085,-0.016161616,California,CA,5159
Value,,1,1.057397085,0.7%,0.7%,Alameda,26,-35.0%,18.2%,17,-26.1%,21.4%,14,-3,-1,433.919057895,-0.036795058,0.273972545,674000,-0.035765379,-0.070344828,451.775427543,0.021437875,0.192168266,$735K,5.9%,16.2%,0.7,0.1,0.1,12,-42.9%,140.0%,12/1/2013,30,12/31/2013,0.117647059,-0.012787724,-0.025210084,Single Family Residential,"Alameda, CA",place,0.730769231,0.105769231,0.003496503,California,CA,117
Value,,1,1.115316987,-1.7%,1.5%,Oakland,214,-23.0%,-11.6%,380,20.3%,-9.1%,18,2,1,460.415065334,0.033489590,0.066004064,699000,0.093137163,0,484.192537739,-0.023526840,0.161642725,$698K,-5.1%,3.0%,1.8,0.7,0.1,333,21.5%,-2.6%,9/1/2017,30,9/30/2017,0.186842105,-0.041005996,0.009808612,Single Family Residential,"Oakland, CA",place,0.766355140,-0.057385867,-0.006372133,California,CA,13654
Value,,1,1.104771572,0.3%,8.6%,Oakland,288,11.2%,4.0%,417,6.9%,-29.9%,15,0,-8,317.720350715,0.053250662,0.380946801,469000,0.098360656,0.443076923,320.978055617,-0.016270072,0.432288871,$463K,-14.6%,44.5%,1.4,-0.1,-0.7,408,10.3%,10.3%,5/1/2013,30,5/31/2013,0.134292566,-0.029809998,-0.102682224,Single Family Residential,"Oakland, CA",place,0.746527778,-0.021811991,0.176130666,California,CA,13654
Value,,1,1.050132219,-1.3%,-0.1%,Fremont,151,1.3%,-3.2%,177,27.3%,9.3%,13,2,1,468.635461337,-0.013677982,0.093293927,788444,0.005027406,0.162896755,494.882600843,-0.011406118,0.143950865,$817K,-2.2%,13.5%,1.2,0.3,0.2,210,19.3%,14.1%,6/1/2014,30,6/30/2014,0.158192090,0.007112954,-0.002301737,Single Family Residential,"Fremont, CA",place,0.794701987,-0.057647007,0.019060961,California,CA,6671
Value,,1,1.022225315,-1.0%,4.2%,Alameda,32,-11.1%,18.5%,39,-22.0%,-53.6%,15,1,-10,327.759197324,-0.100686477,-0.056857432,599000,0,0.079327898,363.258011377,0.029348457,0.076320034,$590K,-1.7%,9.3%,1.2,-0.2,-1.9,41,28.1%,20.6%,8/1/2012,30,8/31/2012,0.410256410,0.250256410,0.065018315,Single Family Residential,"Alameda, CA",place,0.6875,0.048611111,0.428240741,California,CA,117
Value,,1,1.128100898,2.6%,-0.3%,Oakland,210,59.1%,7.1%,275,9.6%,-18.6%,14,-4,-1,414.364640884,0.059352802,0.149217779,599000,0.089288962,0.090081893,420.493441166,0.134690226,0.023272739,$557K,10.3%,-6.8%,1.3,-0.6,-0.4,313,36.7%,-3.4%,3/1/2016,30,3/31/2016,0.185454545,0.081868888,0.067111350,Single Family Residential,"Oakland, CA",place,0.761904762,0.027056277,-0.049319728,California,CA,13654
Value,,1,1.111482274,2.9%,1.8%,Oakland,136,3.8%,11.5%,238,16.1%,-3.3%,15,-13,-2,463.583892617,0.039325179,0.087376072,725000,0.210350584,0.107736124,462.974491576,-0.076000383,0.032474087,$638K,-4.1%,-5.2%,1.8,0.2,-0.2,242,35.2%,21.6%,2/1/2018,30,2/28/2018,0.088235294,-0.023959828,-0.054041129,Single Family Residential,"Oakland, CA",place,0.735294118,0.040637629,0.038572806,California,CA,13654
