Worksheet Filter,Measure Display,Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,Region,Region Type,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id
Value,,1,1.183434041,-1.5%,-2.9%,Berkeley,62,26.5%,-4.6%,87,29.9%,50.0%,15,1,1,626.596341470,-0.030643454,0.048520673,1154000,0.049090909,0.156312625,738.483226813,-0.047528378,0.023606531,"$1,265K",3.2%,5.4%,1.4,0,0.5,92,35.3%,61.4%,4/1/2018,30,4/30/2018,0.195402299,0.105850060,0.074712644,All Residential,"Berkeley, CA",place,0.758064516,-0.078670178,-0.103473945,California,CA,1590
Value,,1,1.043609385,2.0%,2.8%,San Ramon,95,106.5%,5.6%,56,-22.2%,-46.7%,8,0,-2,483.356342099,-0.007847508,0.086691824,1046500,0.078865979,0.076646091,522.674418605,0.081055985,0.157659674,$966K,4.8%,-0.4%,0.6,-1,-0.6,118,10.3%,-21.3%,3/1/2018,30,3/31/2018,0.214285714,0.186507937,0.014285714,All Residential,"San Ramon, CA",place,0.842105263,0.102974828,0.175438596,California,CA,17519
Value,,1,1.050838980,-0.1%,1.3%,Alameda,45,-22.4%,-31.8%,40,-40.3%,0.0%,16,0,-4,419.642857143,-0.044525891,0.103409959,635000,-0.037878788,-0.013975155,436.798803291,0.008681681,0.149496827,$680K,-5.7%,9.7%,0.9,-0.3,0.3,27,-54.2%,-27.0%,11/1/2014,30,11/30/2014,0.225,-0.013805970,0.1,All Residential,"Alameda, CA",place,0.777777778,0.001915709,0.202020202,California,CA,117
Value,,1,1.062421466,-0.5%,-0.3%,Alameda,65,12.1%,-4.4%,71,9.2%,22.4%,15,0,0,408.362091798,-0.012142004,0.088961486,695000,-0.036729037,0.070878274,417.113557304,-0.040728908,0.015453408,$640K,-19.9%,-1.5%,1.1,0,0.2,73,7.4%,14.1%,7/1/2014,30,7/31/2014,0.169014085,0.015167931,0.031083050,All Residential,"Alameda, CA",place,0.692307692,-0.066312997,-0.013574661,California,CA,117
Value,,1,1.013017155,0.0%,-1.8%,Fremont,113,-38.6%,21.5%,123,57.7%,23.0%,20,1,5,516.594516595,-0.051103773,0.059222143,839888,0.091551822,0.244278519,553.370786517,0.040969502,0.224739755,$810K,4.5%,12.5%,1.1,0.7,0,148,131.3%,3.5%,1/1/2016,30,1/31/2016,0.113821138,0.011257036,-0.026178862,All Residential,"Fremont, CA",place,0.522123894,-0.081136976,-0.112284708,California,CA,6671
Value,,1,0.981779611,-2.3%,-1.5%,Dublin,51,-37.0%,-17.7%,76,-30.3%,-12.6%,28,7,5,387.798634812,0.069210685,0.117683260,699000,-0.011315417,0.032496307,365.975696926,-0.046245153,0.081254617,$649K,-10.2%,3.5%,1.5,0.2,0.1,47,-34.7%,-2.1%,11/1/2014,30,11/30/2014,0.197368421,-0.077860937,0.047943134,All Residential,"Dublin, CA",place,0.411764706,-0.032679739,0.073055028,California,CA,5159
Value,,1,1.119304449,-0.7%,4.0%,Oakland,449,3.5%,6.4%,592,5.5%,-9.6%,16,1,-1,381.043256997,0.009109916,0.123481832,525000,0.040634291,0.166666667,426.898407101,0.024556177,0.107366768,$575K,0.3%,8.6%,1.3,0,-0.3,495,3.6%,6.0%,7/1/2015,30,7/31/2015,0.141891892,-0.000710604,-0.033680627,All Residential,"Oakland, CA",place,0.772828508,-0.033623105,0.071406707,California,CA,13654
Value,,1,1.157914730,-1.7%,-0.3%,Berkeley,60,-11.8%,-18.9%,65,-4.4%,-30.9%,16,1,1,539.106145251,0.065555016,0.094078061,875000,-0.024526198,0.206896552,619.340247005,0.004991287,0.089264109,$981K,4.4%,16.0%,1.1,0.1,-0.2,71,-17.4%,-27.6%,4/1/2015,30,4/30/2015,0.107692308,-0.009954751,0.033224223,All Residential,"Berkeley, CA",place,0.816666667,-0.021568627,0.019369369,California,CA,1590
Value,,1,1.030448124,-0.8%,-1.7%,Fremont,189,-18.2%,-26.7%,303,10.6%,35.9%,15,2,2,547.385163151,0.007469005,0.057727226,844500,-0.006405128,0.062264151,556.872037915,-0.007554784,0.022105329,$830K,1.8%,2.7%,1.6,0.4,0.7,244,-4.7%,-10.9%,7/1/2016,30,7/31/2016,0.224422442,-0.012803835,-0.049120159,All Residential,"Fremont, CA",place,0.772486772,0.040885041,-0.002707026,California,CA,6671
Value,,1,1.099337165,4.0%,1.4%,Berkeley,31,47.6%,-26.2%,55,-1.8%,-23.6%,16,-19,0,487.674517342,0.005095486,0.068932631,845000,0.080562660,0.226415094,502.007066992,-0.074329393,0.037481272,$775K,-3.7%,2.4%,1.8,-0.9,0.1,63,16.7%,-20.3%,2/1/2015,30,2/28/2015,0.127272727,0.073701299,0.016161616,All Residential,"Berkeley, CA",place,0.806451613,0.235023041,0.115975422,California,CA,1590
Value,,1,1.025363854,1.0%,4.3%,San Ramon,64,-22.0%,-19.0%,37,-27.5%,-77.0%,14,2,-62,299.261603376,-0.052054210,0.088523508,657100,0.059838710,0.328816987,304.001954038,-0.007966698,0.094407035,$631K,2.6%,7.9%,0.6,0,-1.4,28,-45.1%,-46.2%,12/1/2012,30,12/31/2012,0.162162162,0.024907260,-0.042806782,All Residential,"San Ramon, CA",place,0.640625,0.043064024,0.425435127,California,CA,17519
Value,,1,1.029622568,1.0%,0.4%,Dublin,62,72.2%,-17.3%,53,0.0%,12.8%,9,-3,-1,415.546218487,0.026643599,0.069004063,779000,-0.082449941,0.040131171,427.293035383,0.028207730,0.061666620,$751K,9.6%,-0.5%,0.9,-0.6,0.3,89,41.3%,6.0%,3/1/2016,30,3/31/2016,0.264150943,0.207547170,0.030108390,All Residential,"Dublin, CA",place,0.709677419,-0.012544803,0.003010753,California,CA,5159
Value,,1,0.987044851,-0.4%,-0.1%,San Ramon,62,-3.1%,29.2%,165,7.8%,-39.8%,28,-24,-21,281.159420290,0.023162890,0.011469757,568000,0.005398708,-0.051752922,262.884756509,0.001048996,-0.080617332,$550K,14.7%,-2.7%,2.7,0.3,-3,133,29.1%,19.8%,2/1/2012,30,2/29/2012,0.248484848,-0.039096851,-0.014288874,All Residential,"San Ramon, CA",place,0.290322581,-0.037802419,-0.022177419,California,CA,17519
Value,,1,1.000926168,-0.3%,1.5%,San Ramon,105,-6.3%,-12.5%,105,-7.9%,-68.6%,11,-6,-15,293.787932881,-0.049491225,0.020096989,625000,-0.037721324,-0.034003091,300.776553600,0.034874077,0.046711516,$631K,-0.4%,6.4%,1,0,-1.8,97,-16.4%,-39.4%,6/1/2012,30,6/30/2012,0.285714286,0.075187970,-0.085543199,All Residential,"San Ramon, CA",place,0.485714286,0.030357143,0.210714286,California,CA,17519
Value,,1,1.004675757,-2.1%,1.0%,Berkeley,67,63.4%,6.3%,139,-3.5%,-28.0%,17,-3,-6,372.705556115,0.059761627,0.011517275,580000,0.211108791,0.017543860,371.004566210,0.061544857,-0.146492155,$545K,0.0%,-13.6%,2.1,-1.4,-1,85,-2.3%,-16.7%,3/1/2012,30,3/31/2012,0.280575540,0.106964428,-0.045849331,All Residential,"Berkeley, CA",place,0.522388060,0.010192938,0.093816631,California,CA,1590
Value,,1,1.083290514,-8.8%,1.9%,Berkeley,27,-47.1%,-15.6%,50,51.5%,25.0%,28,13,-1,529.249512590,0.190563162,-0.052421531,976499,-0.023403340,0.150175501,660.254932694,0.007569988,0.148341045,$967K,-15.9%,9.4%,1.9,1.3,0.6,51,363.6%,13.3%,1/1/2017,30,1/31/2017,0.12,-0.031515152,-0.055,All Residential,"Berkeley, CA",place,0.666666667,-0.156862745,0.135416667,California,CA,1590
Value,,1,1.002755246,-0.1%,-0.7%,San Ramon,101,-4.7%,3.1%,135,-4.9%,12.5%,17,2,4,399.817443278,0.018720898,0.082567180,747475,0.016972789,0.150050004,387.485136742,-0.035886045,0.035130073,$778K,4.4%,3.7%,1.3,0,0.1,100,-2.9%,8.7%,9/1/2014,30,9/30/2014,0.325925926,-0.026186750,0.084259259,All Residential,"San Ramon, CA",place,0.435643564,-0.045488511,-0.125580925,California,CA,17519
Value,,1,1.101781313,2.0%,-1.4%,Oakland,320,73.9%,3.9%,405,7.4%,1.5%,15,-4,0,456.379821958,0.034421365,0.108145941,649000,0.011691348,0.083472454,493.166251557,0.051663089,0.086708533,$680K,4.6%,17.7%,1.3,-0.7,0,394,25.9%,-12.4%,3/1/2017,30,3/31/2017,0.145679012,0.023663097,-0.012215724,All Residential,"Oakland, CA",place,0.721875,0.047961957,-0.054099026,California,CA,13654
Value,,1,1.005951943,0.0%,0.4%,Dublin,60,-6.3%,-6.3%,38,-32.1%,31.0%,22,4,-2,421.136131013,0.012760259,0.015701579,700000,-0.175499618,-0.078886769,413.932822681,-0.049651541,0.002412603,$787K,-2.8%,8.6%,0.6,-0.3,0.1,21,-58.8%,-16.0%,12/1/2016,30,12/31/2016,0.236842105,0.058270677,0.064428312,All Residential,"Dublin, CA",place,0.4,-0.146875,-0.0375,California,CA,5159
Value,,1,1.031346021,1.1%,1.1%,Fremont,93,-33.1%,-16.2%,100,16.3%,-11.5%,15,-6,-5,487.711213518,0.130496307,0.135413590,675000,-0.034947759,0.038501481,451.827242525,-0.037843028,0.092991615,$720K,-0.7%,15.0%,1.1,0.5,0.1,143,98.6%,3.6%,1/1/2015,30,1/31/2015,0.14,0.058604651,0.016106195,All Residential,"Fremont, CA",place,0.634408602,0.015703566,0.012786981,California,CA,6671
Value,,1,1.047291497,0.7%,-1.7%,Fremont,140,37.3%,7.7%,153,14.2%,23.4%,12,0,1,437.342600677,0.012938921,0.104865517,694344,-0.005237822,0.1109504,451.647230321,0.003055225,0.088661076,$675K,-2.9%,1.8%,1.1,-0.2,0.1,214,38.1%,22.3%,3/1/2014,30,3/31/2014,0.078431373,-0.003658180,-0.018342821,All Residential,"Fremont, CA",place,0.764285714,0.038795518,-0.004945055,California,CA,6671
Value,,1,0.983053432,1.4%,2.1%,Alameda,33,3.1%,-17.5%,114,-3.4%,-31.7%,73,-4,40,305.907172996,0.032622004,-0.046413201,500000,0.060895396,-0.089253188,285.283474065,-0.007929510,-0.009126341,$439K,9.3%,-5.1%,3.5,-0.2,-0.7,59,13.5%,11.3%,3/1/2012,30,3/31/2012,0.254385965,0.017097829,-0.134835592,All Residential,"Alameda, CA",place,0.151515152,-0.004734848,-0.023484848,California,CA,117
Value,,1,0.998155054,0.0%,-0.5%,San Ramon,72,-26.5%,5.9%,88,-21.4%,39.7%,19,-6,-6,467.164975974,0.011202635,0.064229303,799000,-0.095104618,0.065347538,437.134652043,-0.027871465,0.021787101,$903K,-1.1%,0.6%,1.2,0.100000000,0.3,61,-27.4%,8.9%,11/1/2016,30,11/30/2016,0.261363636,-0.140422078,0.007395382,All Residential,"San Ramon, CA",place,0.388888889,-0.009070295,-0.022875817,California,CA,17519
Value,,1,1.043352778,-0.3%,3.4%,Fremont,170,-15.4%,-16.3%,138,-12.1%,-45.5%,12,1,-7,597.664893617,-0.002639451,0.059037411,908888,0.009931663,0.06928,620.681461926,0.008973097,0.131926982,$906K,-2.6%,4.1%,0.8,0,-0.4,173,-17.2%,-17.2%,9/1/2017,30,9/30/2017,0.195652174,0.074633066,-0.104743083,All Residential,"Fremont, CA",place,0.782352941,-0.013666959,0.250333237,California,CA,6671
Value,,1,1.096807918,-2.5%,5.5%,Fremont,209,-0.5%,-10.7%,186,3.9%,38.8%,10,1,-3,694.369629911,0.014988142,0.147041277,999999.5,-0.080882812,0.111110556,747.611017426,-0.004984198,0.234553453,"$1,171K",-0.8%,24.6%,0.9,0,0.3,247,-13.9%,30.7%,6/1/2018,30,6/30/2018,0.274193548,0.067489638,0.005536832,All Residential,"Fremont, CA",place,0.866028708,-0.033971292,0.083977426,California,CA,6671
Value,,1,1.054590840,0.1%,0.7%,Fremont,163,64.6%,16.4%,127,4.1%,-17.0%,11,-1,-1,518.480305860,0.054240463,0.185524358,766000,0.082685512,0.103199567,514.444004749,0.028888009,0.139039432,$786K,11.3%,16.5%,0.8,-0.4,-0.3,216,36.7%,0.9%,3/1/2015,30,3/31/2015,0.094488189,-0.036659352,0.016056816,All Residential,"Fremont, CA",place,0.797546012,0.009667224,0.033260298,California,CA,6671
Value,,1,1.046708079,0.7%,-1.1%,Fremont,209,13.6%,6.1%,239,10.6%,39.0%,11,-1,0,559,0.024906916,0.087659539,839000,0.021426832,0.118668158,573.204419890,-0.000968399,0.035668253,$864K,2.6%,4.5%,1.1,-0.100000000,0.2,251,-9.1%,-1.6%,5/1/2016,30,5/31/2016,0.184100418,0.045211530,0.062007395,All Residential,"Fremont, CA",place,0.803827751,0.032088621,-0.013431132,California,CA,6671
Value,,1,1.082190170,1.9%,-1.2%,Oakland,184,-13.6%,-8.9%,377,9.9%,-5.3%,19,-7,1,441.193344808,0.014744693,0.114748518,641500,0.078151261,0.221904762,468.939393939,0.079863215,0.253854618,$650K,8.2%,19.3%,2,0.4,0,313,19.5%,-11.8%,2/1/2017,30,2/28/2017,0.122015915,0.031636906,0.029051091,All Residential,"Oakland, CA",place,0.673913043,0.030720555,-0.043908739,California,CA,13654
Value,,1,1.035337553,1.0%,1.9%,Dublin,84,12.0%,21.7%,64,36.2%,-39.0%,9,-1,-1,388.363636364,-0.000923876,0.070008777,779000,0.040131171,0.013003901,391.905589103,-0.026258217,0.034323378,$774K,2.5%,16.4%,0.8,0.2,-0.7,101,20.2%,8.6%,4/1/2015,30,4/30/2015,0.109375,-0.124667553,-0.014434524,All Residential,"Dublin, CA",place,0.761904762,0.055238095,0.138716356,California,CA,5159
Value,,1,1.017598423,1.6%,2.9%,Oakland,392,5.9%,8.0%,840,-7.0%,-44.8%,28,-8,-15,218.036577575,0.092310357,0.130158895,294000,0.069479811,0.088888889,204.914960711,0.102110194,0.053368298,$274K,14.2%,10.0%,2.1,-0.3,-2.1,491,10.1%,-10.7%,5/1/2012,30,5/31/2012,0.219047619,-0.005758583,-0.058401428,All Residential,"Oakland, CA",place,0.540816327,0.116492002,0.171670321,California,CA,13654
Value,,1,1.035230413,0.3%,5.9%,Oakland,407,-2.9%,10.6%,698,-8.4%,-52.7%,26,4,-11,220.162224797,0.034052256,0.170811421,299000,-0.050793651,0.199598796,213.605943728,0.029885800,0.119881299,$300K,11.3%,31.1%,1.7,-0.1,-2.3,413,-4.6%,-19.8%,7/1/2012,30,7/31/2012,0.179083095,-0.016454963,-0.123557393,All Residential,"Oakland, CA",place,0.530712531,-0.018213484,0.220929922,California,CA,13654
Value,,1,1.020424565,-1.6%,-0.8%,Fremont,183,-4.7%,-13.7%,252,7.2%,12.5%,18,4,3,515.381443299,-0.017192616,0.111485411,750000,-0.024707412,0.071581655,540.055248619,0.007566776,0.186988914,$808K,0.9%,16.3%,1.4,0.2,0.3,215,0.0%,20.1%,9/1/2015,30,9/30/2015,0.246031746,-0.000776765,-0.021825397,All Residential,"Fremont, CA",place,0.620879121,-0.113495879,-0.039498238,California,CA,6671
Value,,1,1.158236484,-5.3%,-4.7%,Berkeley,89,-11.0%,29.0%,71,-6.6%,-7.8%,15,0,-1,579.806560499,-0.024424092,-0.020358835,949000,-0.046231156,0.092059839,731.007745724,0.027526013,0.133874237,"$1,150K",-8.0%,11.1%,0.8,0,-0.3,79,-31.3%,-2.5%,7/1/2017,30,7/31/2017,0.140845070,-0.017049666,-0.092921163,All Residential,"Berkeley, CA",place,0.853932584,-0.006067416,-0.015632633,California,CA,1590
Value,,1,1.014903165,0.4%,-0.6%,San Ramon,110,-14.1%,-24.1%,163,5.2%,19.0%,15,4,2,451.345117357,0.009201059,0.064378225,899888,0.014587068,0.013387387,442.684166443,-0.007890560,0.017898624,$935K,2.2%,6.3%,1.5,0.3,0.6,127,-13.0%,-15.9%,7/1/2016,30,7/31/2016,0.319018405,0.054502276,-0.031346559,All Residential,"San Ramon, CA",place,0.572727273,-0.036647727,-0.144514107,California,CA,17519
Value,,1,1.063589849,1.6%,3.2%,Alameda,51,2.0%,4.1%,74,0.0%,32.1%,16,0,-1,391.265569578,0.049736894,0.234099288,590450,0.039522818,0.232672234,432.5,0.191989011,0.269775641,$655K,15.4%,33.7%,1.5,0,0.4,58,-20.5%,23.4%,9/1/2013,30,9/30/2013,0.135135135,0.027027027,-0.043436293,All Residential,"Alameda, CA",place,0.764705882,-0.035294118,0.172869148,California,CA,117
Value,,1,1.079396109,-1.6%,1.5%,Alameda,49,-14.0%,4.3%,20,-51.2%,-25.9%,17,1,2,561.387066542,0.021308619,0.034168872,899000,0.130817610,0.125156446,585.585585586,-0.020736526,0.066035619,$925K,1.4%,5.1%,0.4,-0.3,-0.2,19,-48.6%,26.7%,12/1/2017,30,12/31/2017,,,,All Residential,"Alameda, CA",place,0.734693878,-0.019692087,-0.009986974,California,CA,117
Value,,1,1.003383830,-1.0%,2.6%,Dublin,64,0.0%,4.9%,39,-33.9%,-67.5%,26,11,-23,281.526291298,-0.068468079,0.113931055,499000,0.111358575,0.250626566,288.304012772,0.031202813,0.106330662,$507K,-11.4%,22.6%,0.6,-0.3,-1.4,43,-15.7%,0.0%,11/1/2012,30,11/30/2012,0.179487179,0.009995654,-0.145512821,All Residential,"Dublin, CA",place,0.453125,-0.109375,0.207223361,California,CA,5159
Value,,1,0.987549972,-1.8%,-2.2%,Dublin,71,-14.5%,2.9%,74,-14.9%,8.8%,27,8,14,427.640872766,-0.034479296,0.043538722,814950,-0.039979361,0.088050734,417.748917749,-0.040482955,0.012680997,$735K,-7.0%,-0.7%,1,0,0,50,-36.7%,-13.8%,10/1/2016,30,10/31/2016,0.270270270,-0.086051569,-0.082670906,All Residential,"Dublin, CA",place,0.211267606,-0.258611912,-0.339457032,California,CA,5159
Value,,1,1.026107124,-0.9%,0.6%,Dublin,84,0.0%,21.7%,89,39.1%,-19.1%,10,1,-1,402.772573998,0.037101665,0.058394662,739000,-0.051347882,0.040845070,399.672830972,0.019819166,0.052186464,$774K,0.0%,10.1%,1.1,0.3,-0.5,117,15.8%,7.3%,5/1/2015,30,5/31/2015,0.067415730,-0.041959270,-0.141675179,All Residential,"Dublin, CA",place,0.785714286,0.023809524,0.119047619,California,CA,5159
Value,,1,1.018612760,0.2%,-1.0%,San Ramon,92,13.6%,-16.4%,119,25.3%,14.4%,10,-1,1,447.703639515,-0.014482836,0.092568325,925000,0.037577117,0.076833527,455.961830482,0.028721765,0.080499598,$878K,4.5%,10.3%,1.3,0.1,0.4,149,30.7%,-5.1%,4/1/2016,30,4/30/2016,0.193277311,0.003803627,0.077892696,All Residential,"San Ramon, CA",place,0.695652174,0.066022544,-0.086166008,California,CA,17519
Value,,1,1.038359451,0.1%,-0.2%,Fremont,158,-6.5%,-14.1%,180,11.1%,-16.7%,12,2,0,602.635932203,0.023317127,0.104911869,898888,0.005530548,0.094336499,604.109146449,0.000136254,0.052895104,$934K,0.9%,10.8%,1.1,0.1,-0.100000000,225,-1.3%,-18.5%,4/1/2017,30,4/30/2017,0.161111111,0.031481481,0.022222222,All Residential,"Fremont, CA",place,0.753164557,-0.033817692,-0.018574573,California,CA,6671
Value,,1,1.145415498,0.4%,2.8%,Oakland,374,7.8%,-1.3%,435,-1.4%,-9.2%,15,1,0,499.833333333,-0.001335003,0.119143597,699000,-0.000714796,0.100787402,564.971751412,-0.015727416,0.083490270,$824K,6.3%,9.9%,1.2,-0.1,-0.1,457,-4.8%,5.1%,6/1/2018,30,6/30/2018,0.172413793,0.015951208,0.028363689,All Residential,"Oakland, CA",place,0.820855615,-0.008624154,0.035141329,California,CA,13654
Value,,1,1.134317342,4.9%,1.9%,Berkeley,67,59.5%,21.8%,78,8.3%,27.9%,14,-2,-1,458.812260536,0.005669518,0.109600021,795000,0.153846154,0.170839470,525.083612040,0.085172798,0.125532166,$781K,3.2%,14.7%,1.2,-0.5,0.100000000,85,7.6%,16.4%,3/1/2014,30,3/31/2014,0.179487179,0.068376068,0.064733081,All Residential,"Berkeley, CA",place,0.746268657,0.055792466,-0.053731343,California,CA,1590
Value,,1,1.061142554,-2.2%,1.9%,Alameda,33,-35.3%,13.8%,23,9.5%,-14.8%,14,-3,-17,458.315980304,-0.079132839,0.039754270,798000,-0.002500000,0.133522727,503.074343208,-0.007311497,0.164896590,$880K,8.6%,17.3%,0.7,0.3,-0.2,31,82.4%,3.3%,1/1/2016,30,1/31/2016,0.130434783,0.082815735,-0.017713366,All Residential,"Alameda, CA",place,0.666666667,-0.176470588,0.080459770,California,CA,117
Value,,1,1.025164021,-0.5%,1.5%,San Ramon,126,1.6%,4.1%,143,27.7%,10.9%,10,0,-1,413.504189256,-0.013108051,0.058780783,845000,-0.034285714,0.127418279,430.278174037,0.041661408,0.075474780,$878K,0.6%,7.7%,1.1,0.2,0,153,7.7%,4.8%,6/1/2015,30,6/30/2015,0.216783217,0.064997502,-0.031278799,All Residential,"San Ramon, CA",place,0.746031746,-0.028161802,0.134461498,California,CA,17519
Value,,1,1.023370621,0.0%,1.8%,Dublin,68,-8.1%,61.9%,111,5.7%,52.1%,14,5,-1,341.517047428,0.008310297,0.168223831,649500,0.096295046,0.314037849,351.560729020,0.019646683,0.239639368,$582K,-6.3%,16.2%,1.6,0.2,-0.100000000,78,-15.2%,23.8%,9/1/2013,30,9/30/2013,0.306306306,-0.027027027,0.114525484,All Residential,"Dublin, CA",place,0.661764706,-0.027424483,0.090336134,California,CA,5159
Value,,1,1.066001175,-1.5%,-1.1%,Oakland,337,-7.2%,6.6%,686,8.2%,-16.5%,17,-1,0,349.734042553,0.103180460,0.129670376,499000,0.136674260,0.108890121,368.006948256,0.017748490,0.148181679,$495K,-4.8%,13.0%,2,0.3,-0.6,483,14.2%,-6.8%,9/1/2014,30,9/30/2014,0.179300292,-0.009974156,-0.008047640,All Residential,"Oakland, CA",place,0.691394659,-0.002820217,0.011014912,California,CA,13654
