Worksheet Filter,Measure Display,Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,Region,Region Type,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id
Value,,1,1.079622420,3.6%,8.1%,Alameda,5,66.7%,-37.5%,5,-16.7%,-66.7%,17,2,3,268.969422424,-0.157899472,-0.003490337,449000,0.049065421,0.206989247,332.635602475,0.118764410,0.228624486,$435K,-6.5%,14.1%,1,-1,-0.9,5,0.0%,-28.6%,3/1/2013,30,3/31/2013,,,,Townhouse,"Alameda, CA",place,1,0,0.75,California,CA,117
Value,,1,1.037283505,0.5%,-4.2%,Alameda,8,300.0%,60.0%,4,-20.0%,-20.0%,15,3,-2,330.756051396,-0.138929444,0.229716183,543500,-0.008211679,0.210467706,375.963438735,0.016812151,0.130256160,$555K,-25.7%,27.6%,0.5,-2,-0.5,8,14.3%,60.0%,3/1/2014,30,3/31/2014,0.5,-0.1,,Townhouse,"Alameda, CA",place,0.625,0.125,-0.375,California,CA,117
Value,,1,1.061672200,1.4%,-4.3%,Alameda,5,-37.5%,0.0%,6,20.0%,0.0%,19,-26,2,435.324529075,-0.009779800,0.038953297,673500,-0.005169867,0.012781955,444.315562736,-0.044080338,0.030296957,$690K,-5.2%,-0.3%,1.2,0.6,0,10,66.7%,42.9%,8/1/2016,30,8/31/2016,0.333333333,-0.066666667,,Townhouse,"Alameda, CA",place,0.6,-0.15,0,California,CA,117
Value,,1,1.000322685,1.9%,5.0%,Alameda,1,-85.7%,-66.7%,13,-13.3%,-48.0%,122,63,107,278.458345529,-0.058691102,0.076186333,382500,0.02,-0.078313253,232.383808096,0.065585389,-0.021604582,$310K,-17.3%,-22.5%,13,10.9,4.7,6,100.0%,-45.5%,1/1/2012,30,1/31/2012,0.461538462,0.394871795,0.141538462,Townhouse,"Alameda, CA",place,1,0.857142857,1,California,CA,117
Value,,1,1.022862779,-2.9%,-12.9%,Alameda,13,225.0%,225.0%,9,-18.2%,125.0%,16,-1,6,338.563272885,-0.035310288,0.313907452,529000,0.039803440,0.395778364,376.766091052,-0.082037847,0.175340602,$525K,-3.2%,19.0%,0.7,-2.1,-0.3,10,0.0%,233.3%,10/1/2013,30,10/31/2013,0.333333333,0.060606061,0.083333333,Townhouse,"Alameda, CA",place,0.615384615,-0.134615385,-0.384615385,California,CA,117
Value,,1,1.054043861,2.0%,3.8%,Dublin,12,50.0%,100.0%,17,54.5%,70.0%,11,-4,0,324.679382902,0.033070764,0.216790422,487000,-0.114545455,0.217652207,341.490184340,0.091601540,0.271658844,$518K,-13.4%,25.8%,1.4,0,-0.3,22,69.2%,83.3%,7/1/2013,30,7/31/2013,0.235294118,0.053475936,0.135294118,Townhouse,"Dublin, CA",place,0.916666667,0.166666667,0.25,California,CA,5159
Value,,1,1.021807400,-1.4%,0.1%,Dublin,17,325.0%,30.8%,10,66.7%,0.0%,8,-1,-10,445.022288262,0.046938761,0.093115321,629000,-0.126267537,-0.046969697,433.172302738,-0.091308732,0.017128247,$730K,6.4%,4.3%,0.6,-0.9,-0.2,11,-26.7%,10.0%,6/1/2017,30,6/30/2017,0.1,-0.233333333,-0.2,Townhouse,"Dublin, CA",place,0.705882353,-0.044117647,-0.063348416,California,CA,5159
Value,,1,1.004802834,-2.1%,-2.7%,San Ramon,14,75.0%,0.0%,10,25.0%,42.9%,14,4,5,413.259958071,-0.011643128,0.067438555,788500,0.084221382,0.122459874,397.340453489,-0.035561912,0.041277876,$726K,-5.1%,1.9%,0.7,-0.3,0.2,13,-7.1%,-27.8%,3/1/2016,30,3/31/2016,,,,Townhouse,"San Ramon, CA",place,0.428571429,-0.446428571,-0.5,California,CA,17519
Value,,1,1.013603055,-1.0%,-4.1%,Alameda,7,-46.2%,133.3%,5,-16.7%,25.0%,20,4,7,341.187791963,-0.006343962,0.169810827,551944,0.003534545,0.331589867,334.766584767,-0.020410609,0.064933498,$545K,5.0%,39.0%,0.7,0.2,-0.6,2,-71.4%,0.0%,12/1/2013,30,12/31/2013,,,,Townhouse,"Alameda, CA",place,0.571428571,0.109890110,-0.095238095,California,CA,117
Value,,1,1.029039080,1.8%,0.2%,Dublin,6,-33.3%,100.0%,7,0.0%,-12.5%,13,-8,6,400.913821404,0.009414245,0.061008106,667000,-0.079936547,0.113522538,427.083333333,0.090486111,0.064207650,$655K,-4.1%,7.4%,1.2,0.4,-1.5,12,33.3%,-14.3%,2/1/2016,30,2/29/2016,0.142857143,0,0.017857143,Townhouse,"Dublin, CA",place,1,0.333333333,0.333333333,California,CA,5159
Value,,1,1.068752284,-1.5%,1.0%,Alameda,7,16.7%,0.0%,9,125.0%,80.0%,13,-2,0,522.990937335,-0.031310956,0.066953942,772000,0.072967338,-0.090694935,591.750841751,0.055653923,0.151547138,$765K,-8.2%,0.7%,1.3,0.6,0.6,12,100.0%,71.4%,5/1/2018,30,5/31/2018,0.111111111,,,Townhouse,"Alameda, CA",place,0.857142857,-0.142857143,0.142857143,California,CA,117
Value,,1,1.002572178,0.6%,-2.1%,Dublin,5,-50.0%,-28.6%,6,-25.0%,20.0%,33,9,4,485.392735468,0.168663563,0.241438515,590000,0.097674419,-0.078123560,419.277748274,0.030642753,0.114095084,$758K,11.1%,25.5%,1.2,0.4,0.5,6,50.0%,-14.3%,11/1/2016,30,11/30/2016,0.166666667,,-0.233333333,Townhouse,"Dublin, CA",place,0.6,0.3,-0.114285714,California,CA,5159
Value,,1,1.006129186,-3.7%,0.2%,San Ramon,14,-12.5%,16.7%,17,0.0%,142.9%,11,-1,-4,367.833587012,0.086086592,0.400866517,648950,-7.704160247e-05,0.300501002,335.060320762,-0.012815859,0.126951580,$660K,0.4%,52.6%,1.2,0.100000000,0.6,21,-8.7%,23.5%,8/1/2013,30,8/31/2013,0.411764706,0.352941176,0.268907563,Townhouse,"San Ramon, CA",place,0.714285714,-0.160714286,0.130952381,California,CA,17519
Value,,1,1.063919108,-6.5%,3.7%,Oakland,13,18.2%,8.3%,9,50.0%,-25.0%,14,0,-1,422.805662806,0.185885323,0.188553697,649000,0.311111111,-0.071530758,339.503386005,-0.286520576,-0.086199170,$714K,-5.0%,29.2%,0.7,0.2,-0.3,14,100.0%,27.3%,7/1/2015,30,7/31/2015,,,,Townhouse,"Oakland, CA",place,0.846153846,-0.062937063,0.096153846,California,CA,13654
Value,,1,1.066353379,2.9%,-7.0%,Alameda,8,0.0%,100.0%,7,75.0%,16.7%,28,13,15,348.226872515,0.052820866,0.042914970,589000,0.083716651,0.116587678,380.946906608,0.013255193,0.206839800,$590K,6.3%,18.0%,0.9,0.4,-0.6,8,0.0%,100.0%,4/1/2014,30,4/30/2014,0.142857143,-0.357142857,,Townhouse,"Alameda, CA",place,0.75,0.125,-0.25,California,CA,117
Value,,1,1.036392631,-3.2%,-2.6%,Alameda,6,-33.3%,-40.0%,2,100.0%,100.0%,23,10,7,434.560061155,,-0.074228169,734000,,0.166931638,438.762626263,-0.040572391,0.028303558,$689K,-3.7%,-1.4%,0.3,0.2,0.2,4,,300.0%,12/1/2016,30,12/31/2016,0.5,,,Townhouse,"Alameda, CA",place,0.833333333,-0.166666667,-0.066666667,California,CA,117
Value,,1,1.010741957,0.8%,0.1%,Dublin,14,55.6%,27.3%,7,-53.3%,-12.5%,15,-2,-4,371.382033537,-0.107165823,-0.056184979,692440,0.066933744,0.065292308,405.985915493,0.054175394,0.046474143,$655K,0.7%,14.4%,0.5,-1.2,-0.2,4,-69.2%,-76.5%,9/1/2016,30,9/30/2016,0.571428571,0.238095238,0.446428571,Townhouse,"Dublin, CA",place,0.5,-0.055555556,0.045454545,California,CA,5159
Value,,1,1.390476190,11.8%,36.8%,Berkeley,1,-50.0%,0.0%,,,,22,7,-57,,,,,,,727.816550349,-0.063874986,0.474185287,$730K,0.0%,43.1%,,,,,,,5/1/2015,30,5/31/2015,,,,Townhouse,"Berkeley, CA",place,1,0,0,California,CA,1590
Value,,1,1.042024741,-0.9%,-2.1%,Oakland,13,-7.1%,8.3%,8,14.3%,-38.5%,16,0,-1,491.365877860,0.483038433,0.343671080,789000,0.144390456,0.397697077,308.679706601,-0.061800997,-0.102510510,$550K,-16.3%,-8.4%,0.6,0.1,-0.5,14,133.3%,75.0%,4/1/2015,30,4/30/2015,0.25,,0.096153846,Townhouse,"Oakland, CA",place,0.769230769,0.054945055,0.185897436,California,CA,13654
Value,,1,0.976120395,-4.5%,-0.5%,Oakland,6,-53.8%,20.0%,13,18.2%,-58.1%,73,56,49,252.568338975,-0.108478074,-0.038453249,594400,0.651569881,0.651134044,322.739135971,0.187844999,0.672254533,$402K,-16.1%,13.1%,2.2,1.4,-4,8,14.3%,33.3%,12/1/2012,30,12/31/2012,0.076923077,-0.104895105,-0.245657568,Townhouse,"Oakland, CA",place,0.166666667,-0.448717949,-0.433333333,California,CA,13654
Value,,1,1.080454510,0.2%,6.0%,Oakland,10,25.0%,100.0%,16,6.7%,-11.1%,13,-19,-8,285.667021464,-0.318382750,0.170041733,464000,-0.114503817,0.573147991,383.646125751,0.246631587,0.649527100,$538K,19.8%,37.3%,1.6,-0.3,-2,8,-20.0%,-20.0%,10/1/2013,30,10/31/2013,0.5,0.3,0.333333333,Townhouse,"Oakland, CA",place,0.9,0.025,0.5,California,CA,13654
Value,,1,1.011215499,1.7%,-0.5%,Dublin,9,-10.0%,125.0%,7,40.0%,75.0%,21,-5,-12,397.174721190,-0.031769341,0.008864266,724950,0.117026194,0.208475582,391.644908616,-0.029528806,0.021582764,$683K,7.5%,32.5%,0.8,0.3,-0.2,9,80.0%,0.0%,1/1/2016,30,1/31/2016,0.142857143,,,Townhouse,"Dublin, CA",place,0.666666667,0.366666667,-0.083333333,California,CA,5159
Value,,1,1.165269719,12.3%,10.9%,Oakland,12,-7.7%,-20.0%,9,12.5%,-18.2%,14,-2,-5,408.376963351,-0.168894338,0.266478212,499000,-0.367553866,-0.002,416.457376304,0.349156966,0.146672931,$840K,52.7%,64.7%,0.8,0.2,0.1,13,-7.1%,8.3%,5/1/2015,30,5/31/2015,0.111111111,-0.138888889,-0.070707071,Townhouse,"Oakland, CA",place,0.75,-0.019230769,-0.05,California,CA,13654
Value,,1,0.992242070,-1.3%,-0.9%,Dublin,8,-33.3%,-20.0%,7,-58.8%,0.0%,29,10,19,382.164940325,0.050769135,0.235535312,594475,-0.031010595,-0.04884,360.582702277,-0.025864157,0.040401676,$587K,0.0%,10.6%,0.9,-0.5,0.2,8,-42.9%,60.0%,11/1/2014,30,11/30/2014,0.571428571,0.394957983,0.428571429,Townhouse,"Dublin, CA",place,0.375,-0.125,-0.025,California,CA,5159
Value,,1,1.014536205,-0.6%,0.4%,Dublin,7,-30.0%,-50.0%,3,0.0%,-57.1%,13,-4,-2,481.851983535,0.028198002,0.297456366,702400,-0.007909605,0.014383918,486.661860130,0.074304338,0.198716117,$675K,-1.8%,3.1%,0.4,0.1,-0.1,6,20.0%,50.0%,9/1/2017,30,9/30/2017,0.666666667,,0.095238095,Townhouse,"Dublin, CA",place,0.571428571,-0.228571429,0.071428571,California,CA,5159
Value,,1,1.067173133,-0.5%,8.1%,Fremont,23,21.1%,4.5%,18,63.6%,-43.8%,14,3,-14,355.972757259,0.049825744,0.042318588,499592.5,-0.065264980,0.051995157,363.856986106,0.102220431,0.387818970,$576K,40.5%,69.2%,0.8,0.2,-0.7,30,50.0%,15.4%,5/1/2013,30,5/31/2013,0.055555556,-0.035353535,-0.100694444,Townhouse,"Fremont, CA",place,0.956521739,0.272311213,0.638339921,California,CA,6671
Value,,1,1.016337620,0.7%,0.4%,San Ramon,12,71.4%,50.0%,13,-7.1%,-71.1%,13,4,-29,291.350601295,0.132666383,0.188959647,519000,0.166292135,0.084753981,254.802661477,-0.077679580,-0.124961211,$530K,2.9%,3.6%,1.1,-0.9,-4.5,13,0.0%,8.3%,7/1/2012,30,7/31/2012,0.307692308,0.164835165,-0.092307692,Townhouse,"San Ramon, CA",place,0.5,0.071428571,0,California,CA,17519
Value,,1,1.092659634,-5.1%,5.5%,Fremont,25,8.7%,-10.7%,23,76.9%,43.8%,10,1,-4,618.988095238,0.015175611,0.178425845,898000,0.023361823,0.158709677,669.517409896,-0.047438333,0.213105936,$950K,-6.9%,16.2%,0.9,0.3,0.3,34,70.0%,47.8%,6/1/2018,30,6/30/2018,0.086956522,-0.066889632,-0.038043478,Townhouse,"Fremont, CA",place,0.84,-0.116521739,-0.052857143,California,CA,6671
Value,,1,1.033964685,-20.5%,2.4%,Oakland,8,166.7%,60.0%,11,57.1%,-8.3%,29,14,-7,270.409341000,0.210175138,0.707921076,454650,-0.103254438,0.822244489,228.972491831,-0.282026485,0.030544823,$541K,24.3%,59.2%,1.4,-0.9,-1,10,100.0%,-16.7%,4/1/2013,30,4/30/2013,,,,Townhouse,"Oakland, CA",place,0.75,0.083333333,0.15,California,CA,13654
Value,,1,1.047853007,3.5%,-0.8%,Alameda,9,-25.0%,0.0%,10,0.0%,-9.1%,14,-11,1,330.690826727,-0.063713625,-0.088998264,549000,-0.017889088,0.100200401,372.850122850,0.078408373,0.104154611,$556K,-0.9%,7.3%,1.1,0.3,-0.100000000,9,-30.8%,-25.0%,8/1/2014,30,8/31/2014,0.3,,,Townhouse,"Alameda, CA",place,0.888888889,0.388888889,0,California,CA,117
Value,,1,1.012757078,1.8%,0.6%,Oakland,11,22.2%,0.0%,17,41.7%,-46.9%,15,-43,-20,225.051205051,-0.036143284,0.237445730,339950,-0.278237792,0.014776119,188.601036269,0.021773849,-0.174956194,$339K,30.4%,23.3%,1.5,0.2,-1.4,14,75.0%,27.3%,6/1/2012,30,6/30/2012,0.117647059,-0.132352941,-0.194852941,Townhouse,"Oakland, CA",place,0.636363636,-0.030303030,0.272727273,California,CA,13654
Value,,1,1.141068447,,12.2%,Berkeley,1,,-50.0%,1,,-50.0%,10,,-1,,,,,,,582.197614991,,0.349556012,$684K,,1.0%,1,,0,,,,8/1/2013,30,8/31/2013,,,,Townhouse,"Berkeley, CA",place,1,,0.5,California,CA,1590
Value,,1,1.104654981,0.4%,5.7%,Alameda,5,-58.3%,-44.4%,6,20.0%,-40.0%,17,4,3,419.002981533,0.032388790,0.267053537,665000,0.057233704,0.211293260,431.25,0.033318645,0.156630972,$692K,2.1%,24.5%,1.2,0.8,0.100000000,7,0.0%,-22.2%,8/1/2015,30,8/31/2015,,,,Townhouse,"Alameda, CA",place,0.6,-0.15,-0.288888889,California,CA,117
Value,,1,1.032307010,3.8%,-1.1%,Alameda,2,-50.0%,-33.3%,5,-16.7%,-16.7%,12,-22,-3,384.121892542,0.065089147,0.202624617,548000,0.043809524,0.280373832,369.747193020,0.023353904,0.243583059,$747K,38.3%,60.6%,2.5,1,0.5,7,16.7%,40.0%,2/1/2014,30,2/28/2014,0.6,,,Townhouse,"Alameda, CA",place,0.5,0,-0.5,California,CA,117
Value,,1,1.115674623,0.5%,6.8%,Fremont,16,-33.3%,0.0%,14,0.0%,-33.3%,9,1,-2,615.422833116,0.028736894,0.126232685,887000,0.055952381,0.167106799,700.090951906,0.099555023,0.142208594,$938K,9.4%,16.2%,0.9,0.3,-0.4,30,25.0%,11.1%,4/1/2018,30,4/30/2018,,,,Townhouse,"Fremont, CA",place,0.875,-0.083333333,0,California,CA,6671
Value,,1,1.058799845,-2.2%,3.8%,Oakland,5,-50.0%,-61.5%,11,-31.3%,0.0%,12,-1,-5,202.830813210,-0.289974698,-0.284042814,329500,-0.289870690,-0.084467908,320.904645477,-0.163539981,0.181093136,$525K,-2.3%,9.7%,2.2,0.6,1.4,6,-25.0%,-14.3%,11/1/2013,30,11/30/2013,0.181818182,-0.318181818,0,Townhouse,"Oakland, CA",place,0.6,-0.3,-0.015384615,California,CA,13654
Value,,1,0.988663597,-1.4%,-0.5%,Dublin,5,0.0%,-50.0%,5,-16.7%,0.0%,59,26,33,421.136131013,-0.132380647,0.026643671,800445,0.356686441,0.233351310,406.733935210,-0.029917669,0.007860843,$766K,1.0%,20.5%,1,-0.2,0.5,5,-16.7%,0.0%,12/1/2016,30,12/31/2016,0.4,0.233333333,,Townhouse,"Dublin, CA",place,0.2,-0.4,-0.1,California,CA,5159
Value,,1,1.071715610,3.1%,9.4%,Fremont,10,-9.1%,-50.0%,14,40.0%,-64.1%,12,-5,-38,308.509187482,0.068188071,0.029480426,400000,0.096358992,-0.036086511,312.617280132,0.057518396,0.191734514,$412K,18.4%,7.5%,1.4,0.5,-0.6,23,64.3%,-11.5%,2/1/2013,30,2/28/2013,,,,Townhouse,"Fremont, CA",place,0.8,-0.109090909,0.6,California,CA,6671
Value,,1,1.035956014,0.4%,1.2%,Alameda,11,0.0%,-15.4%,6,-40.0%,0.0%,18,3,2,407.377706496,0.081117760,0.186423804,508000,-0.151919866,-0.076363636,364.516129032,-0.054202151,0.066642100,$565K,2.7%,8.9%,0.5,-0.4,0,3,-66.7%,-57.1%,11/1/2014,30,11/30/2014,,,,Townhouse,"Alameda, CA",place,0.818181818,0,0.356643357,California,CA,117
Value,,1,1.096014400,3.2%,5.6%,Oakland,15,15.4%,114.3%,3,-66.7%,-76.9%,15,1,-17,446.590257698,0.056254201,0.457691921,662500,0.020801233,0.164323374,434.782608696,0.280642923,0.666975023,$640K,-10.4%,42.9%,0.2,-0.5,-1.7,6,-57.1%,-50.0%,8/1/2015,30,8/31/2015,0.333333333,,0.179487179,Townhouse,"Oakland, CA",place,0.733333333,-0.112820513,0.019047619,California,CA,13654
Value,,1,1.005003959,1.3%,4.5%,Fremont,20,11.1%,25.0%,11,22.2%,-76.6%,11,-1,-19,291.726791727,0.093501730,0.144162366,412500,0.213524398,0.124771978,324.145334822,0.088908886,0.264379765,$522K,18.6%,24.2%,0.6,0.1,-2.3,14,133.3%,7.7%,12/1/2012,30,12/31/2012,0.090909091,-0.020202020,-0.121856867,Townhouse,"Fremont, CA",place,0.65,0.15,0.525,California,CA,6671
Value,,1,1.075892705,1.8%,-3.2%,Alameda,4,-20.0%,-20.0%,7,40.0%,133.3%,13,1,0,484.328358209,0,0.203051485,750000,0.034482759,0.075268817,518.150771566,0.148478514,0.120251602,$713K,-6.3%,-5.1%,1.8,0.8,1.2,11,120.0%,83.3%,3/1/2017,30,3/31/2017,0.142857143,-0.057142857,,Townhouse,"Alameda, CA",place,0.75,-0.05,-0.25,California,CA,117
Value,,1,1.026625652,-0.4%,-0.8%,Fremont,17,-19.0%,0.0%,36,-26.5%,63.6%,19,9,-1,351.955671447,-0.020689644,0.314211213,469000,-0.052525253,0.422073984,339.285714286,-0.116291209,0.110324193,$397K,-27.8%,-9.8%,2.1,-0.2,0.8,25,-43.2%,-24.2%,9/1/2013,30,9/30/2013,0.222222222,0.079365079,0.040404040,Townhouse,"Fremont, CA",place,0.647058824,-0.210084034,0,California,CA,6671
Value,,1,1.015812652,1.1%,1.8%,San Ramon,12,-7.7%,50.0%,3,0.0%,-70.0%,15,3,-1,440.949227373,0.044489401,-0.079653656,755000,-0.030808729,-0.003957784,423.069486539,-0.094713448,0.035831886,$780K,4.6%,18.2%,0.3,0.1,-1,11,83.3%,0.0%,10/1/2017,30,10/31/2017,0.333333333,0,0.233333333,Townhouse,"San Ramon, CA",place,0.833333333,0.141025641,0.583333333,California,CA,17519
Value,,1,1.041261399,0.5%,6.9%,Oakland,10,100.0%,66.7%,21,40.0%,-41.7%,31,5,13,265.880887593,0.235741853,0.242004146,527850,0.499573864,0.708252427,234.469785225,-0.027775989,0.025318835,$502K,41.4%,44.7%,2.1,-0.9,-3.9,12,33.3%,-29.4%,9/1/2012,30,9/30/2012,0.095238095,-0.104761905,-0.154761905,Townhouse,"Oakland, CA",place,0.6,0,0.6,California,CA,13654
Value,,1,1.050672175,-2.0%,-0.2%,Oakland,14,27.3%,55.6%,7,-50.0%,-53.3%,16,2,0,331.323765296,0.073357782,-0.010911370,689450,0.255828780,0.199043478,329.013040390,-0.093386289,0.181585962,$658K,13.4%,42.9%,0.5,-0.8,-1.2,6,-68.4%,-64.7%,3/1/2015,30,3/31/2015,,,,Townhouse,"Oakland, CA",place,0.714285714,-0.103896104,0.158730159,California,CA,13654
Value,,1,1.152118839,11.3%,14.4%,Alameda,4,-42.9%,0.0%,4,-42.9%,-83.3%,10,1,-12,257.676651707,-0.130155241,-0.095274029,379000,-0.000659196,-0.033163265,320.559070559,0.079777922,0.351996987,$441K,-0.5%,2.8%,1,0,-5,3,-50.0%,-62.5%,10/1/2012,30,10/31/2012,0.25,-0.035714286,-0.25,Townhouse,"Alameda, CA",place,1,0.285714286,0.5,California,CA,117
